nomem_encr,gender_ds,age_qt,has_partner_now_fl,actual_number_of_household_children_qt,number_of_household_children_increase_fl,got_first_child_fl,got_married_fl,married_now_fl,actual_civil_status_ds,actual_domestic_situation_ds,actual_dwelling_ds,actual_urban_type_ds,actual_occupation_type_ds,actual_household_gross_monthly_income_qt,actual_household_gross_monthly_income_med_qt,actual_household_gross_monthly_income_std_qt,actual_household_net_monthly_income_qt,actual_household_net_monthly_income_med_qt,actual_household_net_monthly_income_std_qt,cf20m130,cf19l130,cf18k130,cf17j130,cf14g130,cf15h130,cf16i130,cf20m031,cf19l031,cf18k031,cf17j031,cf20m028,cf17j028,cf20m029,cf19l029,cf08a178,cf08a179,cf10c166,cf11d186,cf20m129,cf20m456,cf20m457,cf20m458,cf19l472,cf20m203_ds,cf20m204_ds,cf20m202_ds,cf20m251,cf17j398,cf20m245_ds,cf20m248_ds,cf20m249,cf20m387,cf20m384,cd20m024,ca18f023,cd20m083,cf20m005,cf20m009,ch20m219,cf20m007,cf20m008,cf20m011,cf20m012,cf20m013,cf20m014,cf20m015,cf20m016,personality_1,personality_2,personality_3,personality_4,personality_5,cf20m130_isna_fl,cf19l130_isna_fl,cf18k130_isna_fl,cf17j130_isna_fl,cf14g130_isna_fl,cf15h130_isna_fl,cf16i130_isna_fl,cf20m031_isna_fl,cf19l031_isna_fl,cf20m028_isna_fl,cf20m029_isna_fl,cf19l029_isna_fl,cf20m251_isna_fl,cf20m249_isna_fl
730564,male,22.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Attends school or is studying,,4971.0,383.307746039169,,3290.0,282.6497614240771,,,10.0,12.0,,15.0,10.0,,,,,,,,,,,,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1967.0,1969.0,0.0,1.0,,1.0,,,,,,0.05225161107163017,0.2916095596819993,0.47587063694176923,-0.6895512181788582,-0.6190135512596903,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
720686,female,27.0,1.0,3.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,18000.0,9030.0,3947.201810064953,13650.0,6680.0,3048.9680283230014,7.0,,8.0,6.0,,8.0,8.0,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1963.0,1964.0,0.0,1.0,,1.0,,,,,,-0.7308331411185345,1.0672658236357144,0.20160580675941897,-1.7144051867822268,0.040195543552970225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709228,male,20.0,0.0,3.0,0.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,8450.0,5230.0,1302.8322953262445,5600.0,3395.0,961.2389131286798,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1969.0,1970.0,0.0,1.0,,1.0,,,,,,-0.4923400392758413,0.9644699653911731,0.16538221443056023,-1.4883415177315642,-0.14720994622717035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
723890,male,31.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Very urban,"Autonomous professional, freelancer, or self-employed",,,,,,,,,3.0,,,,,,,,,,,2012.0,,,,,,,2013.0,,,,missing,missing,missing,,,missing,missing,,,,,,,1961.0,1963.0,0.0,1.0,,1.0,,,,,,1.1104888016845789,-0.5410757142700113,-1.0132528768144404,-0.9205647915628693,-0.8675002500379854,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
708517,male,21.0,0.0,1.0,0.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Self owned dwelling,Extremely urban,Attends school or is studying,2700.0,2600.0,162.2747220143954,1800.0,1700.0,136.95209100794517,10.0,10.0,,6.0,,,10.0,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1954.0,1958.0,0.0,1.0,,2.0,2020.0,,,2.0,,0.4585484028854809,-0.16521839460903165,0.052760629813362415,-1.337720462117552,-1.0564531975354654,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
718088,male,21.0,0.0,1.0,0.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Rental dwelling,Very urban,Attends school or is studying,1394.0,1000.0,438.60265388294584,1394.0,800.0,425.8642082700615,,,,,,,20.0,,,,,2020.0,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1964.0,1963.0,0.0,1.0,,1.0,,,,2.0,2.0,-0.46494298191075395,-2.3475547081039023,1.5314190835085408,1.0330407437074272,1.095030404350173,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
718332,male,21.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Extremely urban,Attends school or is studying,7400.0,2500.0,1330.7683156460262,5000.0,1700.0,1120.6142319921942,8.0,,10.0,,,,10.0,,,,,,,,,,,,,4.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1968.0,1979.0,0.0,1.0,,1.0,,,,,,-0.9481118172468548,0.5175274545458044,0.06371101624408979,0.284944476724231,0.28200417392208443,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
716334,female,33.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Rental dwelling,Extremely urban,Paid employment,10950.0,8513.263594036285,3102.3371022773163,7000.0,6050.0,1883.8093938290258,2.0,,2.0,3.0,,,3.0,,,,,,,2015.0,,,,,,2.0,2019.0,,,,4.0,4.0,4.0,1300.0,99576.8570000078,0.0,missing,6.0,400.0,,,6000.0,,1958.0,1961.0,,1.0,,1.0,,,,,,-1.740285449106258,1.477188289450635,0.36672025482323745,1.1546970962485676,0.9621055596193618,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
701706,male,20.0,0.0,1.0,0.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Self owned dwelling,Moderately urban,Attends school or is studying,3650.0,3450.0,298.81220254026937,2650.0,2250.0,217.21733060271404,5.0,10.0,10.0,10.0,,,10.0,,,,,2020.0,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1963.0,1967.0,0.0,1.0,,1.0,,,,2.0,2.0,0.1428760011981188,0.5432796038718022,-0.7592713997378926,0.6357777152727975,0.6380817455235,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
707576,female,40.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Moderately urban,Paid employment,10600.0,9868.0,1843.538581055945,6700.0,6160.0,1169.4604955418154,,,,2.0,,,1.0,2015.0,2015.0,2015.0,2015.0,,,2014.0,2014.0,,,,,,2005.0,2009.0,2018.0,,2.0,1.0,3.0,1141.0,,0.0,missing,3.0,221.0,,460000.0,1000.0,430000.0,1959.0,1958.0,0.0,1.0,,1.0,,,,1.0,2.0,1.2998048727284683,0.3288367067959376,0.05166826615058054,0.004693077415842219,0.03166576388903085,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
711177,female,21.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,6290.0,4440.0,1217.8728112180802,4515.0,2965.0,908.4441006182802,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1965.0,1964.0,0.0,1.0,,1.0,,,,,,-0.7143109964292863,0.9024874425314683,0.19580616209198407,-0.90270731723449,-0.2578324882305652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
722659,female,20.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,8639.599963643,5982.47711902668,930.7104291395057,5500.0,4000.0,525.4050058460303,,,,,,,,,,,,,2017.0,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,3000.0,,1968.0,1971.0,0.0,1.0,,1.0,,,,,,1.04774550508249,-1.5737492058987037,0.573528730693944,0.18684149935578456,0.42523330990299385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
715345,male,29.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Slightly urban,Paid employment,7122.0,2786.0,1981.502989501302,5105.0,2020.0,1440.984717309479,0.0,3.0,3.0,4.0,,,5.0,,,,,,,2016.0,2016.0,,,,,2.0,,,,,missing,missing,missing,,61454.4476014552,missing,missing,,,,,,,1957.0,1963.0,0.0,1.0,,1.0,,,,,,0.37323311336273773,0.6186783457621284,-0.19646271289893685,-0.5589013865390045,0.29325160697746766,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
710056,male,38.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Very urban,Paid employment,5543.0,4400.0,1536.259124418425,4166.0,3500.0,1233.028612042607,1.0,1.0,1.0,2.0,,,,2018.0,2018.0,,,,,2015.0,2015.0,,,,,1.0,,,,,missing,missing,missing,,,missing,missing,,,,,7000.0,,1953.0,1954.0,0.0,1.0,,1.0,,,,1.0,2.0,0.8673446538428087,-1.559327101533989,-0.37714640018488377,-0.8418703003774687,-1.0541590363331141,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
710788,male,20.0,1.0,1.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Attends school or is studying,5543.24569945949,4657.90950879188,1496.737606647853,3850.0,3200.0,1126.2795189313701,,,,10.0,,,15.0,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1968.0,1967.0,0.0,1.0,,1.0,,,,,,-0.6290872061233711,-1.3375014830950143,-1.3930064363030277,0.5347542628749183,-0.40927547178381557,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
702928,female,20.0,1.0,4.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,,4354.47730883071,3376.1655411538077,,2750.0,2006.6852554114494,,10.0,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,,,0.0,,,,,,,,,1.6585538690680393,-1.4272583227063633,-2.3557721244929413,-0.7308270697015381,-1.509389052351897,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
731967,female,20.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,3100.0,3000.0,310.32463382580374,2500.0,2000.0,424.2695239705917,10.0,6.0,10.0,7.0,,,10.0,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1964.0,1965.0,0.0,1.0,,1.0,,,,,,0.41412850951735825,0.019175140008534267,0.021843977058944117,-0.9095178993023333,-1.6420715191802147,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
725465,male,27.0,1.0,0.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Moderately urban,Paid employment,5400.0,4348.0,733.4301389621862,3900.0,3500.0,766.5418957809293,,,10.0,,,,,2016.0,2016.0,2016.0,2016.0,,,2016.0,2016.0,,,,,,,,,,missing,missing,missing,,37270.4830395314,missing,missing,,,,,2000.0,,1969.0,1970.0,0.0,1.0,,1.0,,,,,,-1.4921778335661122,-1.2419804330098994,0.050136145507356046,1.7142221955653067,0.6875606222003622,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
713929,female,21.0,0.0,3.0,1.0,0.0,0.0,0.0,Never been married," Single, with child(ren)",Rental dwelling,Slightly urban,Does something else,,5075.0,1379.837449478157,,3600.0,1322.0478707382151,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1962.0,1964.0,0.0,1.0,,1.0,,,,2.0,2.0,-1.4853108645456432,-1.4211256303426438,-2.036112659533486,0.06390373692271896,-3.732913933960233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
730606,female,20.0,0.0,2.0,1.0,1.0,0.0,0.0,Never been married," Single, with child(ren)",Rental dwelling,Moderately urban,Attends school or is studying,8089.0,3877.0,1445.6546392697007,5598.0,2668.0,940.775947184349,13.0,11.0,,,,,14.0,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1960.0,1960.0,0.0,1.0,,1.0,,,,2.0,2.0,1.1237976242846943,-0.45295098823642005,0.44191593878473173,-0.34153095958501456,-0.5424287734003417,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
706671,male,20.0,1.0,3.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Moderately urban,Paid employment,8500.0,8500.0,2639.176270863892,5950.0,5750.0,1257.2627636035554,14.0,15.0,13.0,15.0,,,10.0,,,,,,,,,,,,,3.0,,,,,missing,missing,missing,,,missing,missing,,,,,300.0,,1969.0,1971.0,0.0,1.0,,1.0,,,,,,-0.8642874548913322,0.7900936269747968,-0.012265730732581305,1.2085960311359274,-0.0778459487179944,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
724620,female,20.0,1.0,5.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Moderately urban,Attends school or is studying,,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,,1965.0,0.0,,,1.0,,,,,1.0,0.24766797769601778,-0.16275050257000198,-1.5164053044921528,-0.9855452783596784,-1.4064279118007201,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
728769,female,20.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Attends school or is studying,6485.0,5100.0,798.737933944969,4430.0,3700.0,507.05868339213083,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,1968.0,1967.0,0.0,1.0,,1.0,,,,,,0.414915577472958,-0.7096329298681555,0.7212535729338244,-0.5160775515348296,-0.14689963179433926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
707584,female,20.0,1.0,3.0,1.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Attends school or is studying,3393.85611182804,3393.85611182804,390.4621878182026,2400.0,2400.0,150.9986695483899,12.0,15.0,10.0,10.0,,,8.0,,,,,,,,,,,,,3.0,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1971.0,1979.0,0.0,1.0,,1.0,,,,,,0.44014939042041185,-0.32463477068331825,-1.0484222721221814,-0.9109857881343572,-0.9224876066554084,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
724171,male,20.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Extremely urban,Attends school or is studying,4000.0,2422.0,1055.7655278698853,3500.0,2034.0,926.7032695260231,,,,,,,15.0,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,,,,,1984.0,0.0,,,1.0,,,,,1.0,-0.6772004075522258,-0.11658188857197238,0.2432582970346659,0.39393950202211614,0.09105003456381555,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
716491,male,33.0,1.0,0.0,0.0,0.0,0.0,0.0,Divorced,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Extremely urban,Paid employment,6608.0,4485.0,940.1008511288426,4678.0,3440.0,673.7235058205124,5.0,5.0,7.0,7.0,,,10.0,,,,,,,2015.0,2015.0,,,,,3.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1949.0,1965.0,0.0,1.0,,1.0,,,,1.0,1.0,0.12995606631161613,0.03774727728310476,-0.17598356028403678,-0.9681325779741906,0.3940248238078893,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
710954,female,30.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Slightly urban,Paid employment,5300.0,5137.5,163.97061821059174,3900.0,3950.0,50.4524979109513,3.0,2.0,,4.0,,,5.0,2018.0,2018.0,2018.0,,,,2015.0,2015.0,,,,,2.0,,,,,missing,missing,missing,,0.0,missing,missing,,,,,6000.0,,1960.0,1958.0,0.0,1.0,,1.0,,,,,,0.5762689954604531,0.8707666406805618,-0.7181572889776097,-0.10025497276647737,-0.0567692943294679,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
707319,male,35.0,1.0,1.0,1.0,1.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Very urban,"Autonomous professional, freelancer, or self-employed",4079.00959938078,6147.78097594157,331.94017827851513,3050.0,4000.0,228.88596387972953,3.0,3.0,1.0,1.0,,,3.0,,,,,,,2016.0,2016.0,,,,,1.0,2019.0,,,,4.0,4.0,4.0,680.0,4117.97425926875,0.0,missing,2.0,,508.0,,5000.0,,1955.0,1957.0,0.0,1.0,,1.0,,,,,,0.22443906629178983,0.6891578723443219,0.04663573630454051,0.17123351774818246,-0.002856344920636048,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
710476,female,21.0,1.0,2.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Slightly urban,Attends school or is studying,5300.0,4500.0,344.789220944633,3600.0,3000.0,258.5919157084748,8.0,10.0,10.0,15.0,,,10.0,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1965.0,1967.0,0.0,1.0,,1.0,,,,,,0.7167146445563957,-1.3470780196193737,0.4050306400546584,1.2313991183072217,-0.3977275997319024,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
702894,male,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Self owned dwelling,Very urban,Paid employment,3622.0,3375.0,1468.4752658170792,2527.0,2700.0,892.370615277403,,3.0,3.0,2.0,,,,,,,,,2006.0,,,,,,,,,,,,missing,missing,missing,,89104.5163501828,missing,missing,,,,320000.0,3000.0,141500.0,1949.0,1949.0,0.0,1.0,,1.0,,,,,,-1.8340553292440607,-0.01020348797745341,-1.706430439388369,1.23313726808894,0.12310076496780013,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
708028,male,34.0,1.0,2.0,1.0,1.0,1.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Slightly urban,Paid employment,5200.0,4580.0,353.23931361753824,4300.0,3625.0,178.3696662651802,,0.0,2.0,0.0,,,,2017.0,2017.0,2017.0,2017.0,,2013.0,2014.0,2014.0,,,,,,2018.0,2020.0,,,6.0,4.0,5.0,785.0,29111.713810767,1.0,1.0,2.0,600.0,,,4500.0,,1957.0,1957.0,0.0,1.0,,1.0,,,,,,-0.7536999054176525,-1.85042912163276,-0.9771375561825838,0.22500301822131966,0.39002614788205897,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
722685,female,39.0,1.0,0.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Extremely urban,Paid employment,7844.79713605585,8856.05427356277,486.964212751374,5050.0,5617.0,273.03511479852455,,,,,,,,2015.0,2015.0,2015.0,2015.0,,2014.0,2015.0,2015.0,,,,,,2002.0,,,,missing,missing,missing,,,missing,missing,,,,200000.0,,160000.0,1957.0,1961.0,0.0,1.0,,1.0,,,,,,0.6838787702323582,-0.6610012165183186,-0.08171735763990494,0.08934930564523887,0.028233228984552824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
725755,male,30.0,0.0,0.0,0.0,0.0,1.0,1.0,Married,Single,Self owned dwelling,Slightly urban,Attends school or is studying,2000.0,2000.0,86.07529513154208,1500.0,1500.0,74.2754392965436,5.0,2.0,2.0,3.0,,,,,,,,,2017.0,2017.0,2017.0,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1964.0,1968.0,0.0,1.0,,1.0,,,,2.0,1.0,0.16046603656483793,-1.2101268666512308,-1.4638116056833956,-1.1585940704369073,-1.4791583251610403,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
705948,male,38.0,1.0,2.0,1.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Very urban,Paid employment,6000.0,6000.0,242.48280229258623,4300.0,4300.0,145.4896813755519,,,,0.0,,,,2015.0,2015.0,2015.0,2015.0,,2009.0,2010.0,2010.0,,,,,,2015.0,2017.0,,,6.0,4.0,4.0,1300.0,41391.6885376763,0.0,missing,6.0,650.0,,240000.0,18000.0,170000.0,1947.0,1949.0,0.0,1.0,,1.0,,,,,,-1.1725580619210683,1.8180924118968473,0.38291523760894713,-0.8384958038929363,-0.4617356853017436,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
700851,female,45.0,1.0,0.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Very urban,Paid employment,10610.0,7600.0,1210.4996255252322,6100.0,5220.0,579.7905525145554,,,,,,,,,,,,,2010.0,2011.0,2011.0,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,900000.0,,200000.0,,1944.0,0.0,,,1.0,,,,,2.0,-1.4960798327855087,-0.7245683636224848,0.1449146908832378,-0.07081546726714827,0.300484707544907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
704172,female,29.0,0.0,0.0,1.0,1.0,0.0,0.0,Never been married,Single,Self owned dwelling,Moderately urban,Paid employment,3250.0,3250.0,2797.738583881582,2400.0,2400.0,1981.9108426554646,3.0,4.0,4.0,4.0,,,,,,,,2020.0,,,,,,,,3.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,1957.0,1961.0,0.0,1.0,,1.0,,,,,,-0.26949378199141694,-0.33223156588192065,1.3530800915822179,0.27954061376408584,-0.5938196291388252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
724709,female,45.0,1.0,1.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Rental dwelling,Very urban,Takes care of the housekeeping,3700.0,5150.0,758.334165833709,3000.0,2950.0,200.6806599369438,,,,,,,,2012.0,2012.0,2012.0,2012.0,,2010.0,2011.0,2011.0,,,,,,1993.0,1999.0,,,missing,missing,missing,,,missing,missing,,,,,,,,,0.0,,,,,,,,,0.5175645996849926,1.0316263690955692,-0.008249362223715149,-1.2197741832521225,-1.3765598938275778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
719873,male,22.0,1.0,1.0,0.0,0.0,0.0,0.0,Never been married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Slightly urban,Attends school or is studying,5500.0,5100.0,83.36363085599709,3600.0,3400.0,41.681815427998544,,,15.0,18.0,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,0.0,missing,missing,,,,,,,1962.0,1961.0,0.0,1.0,,1.0,,,,,,1.1653378978162607,-0.7223452579938588,0.47298205710717534,0.5766809671638295,1.499308554985843,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709718,male,33.0,1.0,0.0,0.0,0.0,1.0,1.0,Married,"(Un)married co-habitation, without child(ren)",Self owned dwelling,Not urban,Paid employment,4315.0,4145.0,115.9423097575652,3793.0,3612.0,114.10233754986544,1.0,,1.0,2.0,,,,2017.0,2017.0,2017.0,2017.0,,2014.0,2014.0,2014.0,,,,,2.0,,,,,missing,missing,missing,,14784.3324164468,missing,missing,,,,,2500.0,,1962.0,1958.0,0.0,1.0,,1.0,,,,,,-0.20301186387550327,-0.7957890987808077,-0.9182396987430069,0.21410016515336008,0.2864768225134749,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
715185,female,41.0,1.0,2.0,0.0,0.0,0.0,1.0,Married,"(Un)married co-habitation, with child(ren)",Self owned dwelling,Not urban,Takes care of the housekeeping,5450.0,5170.0,90.62485182396682,4150.0,3730.0,175.4157587156784,,,,,,,,2001.0,2001.0,2001.0,2001.0,,1996.0,2001.0,2001.0,,,,,,2007.0,2009.0,,,missing,missing,missing,,1852.16872881495,missing,missing,,96.0,,330000.0,22000.0,13500.0,1955.0,,0.0,1.0,,,,,,2.0,,-0.17052372730428594,1.3807664205248071,0.3014300615671126,1.3191201264034467,-0.07296397749822534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
730480,female,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Self owned dwelling,Very urban,Paid employment,3670.0,3499.54851447201,160.51793130378752,2750.0,2280.0,111.38567087721687,,,,,,,,,,,,,,,,,,,,,,,,,missing,missing,missing,,,missing,missing,,,,200000.0,2500.0,,1951.0,1954.0,0.0,1.0,,1.0,,,,1.0,1.0,1.032469522294158,-0.18218621308344563,0.45974293691590973,-0.03040382422971959,0.49973272560162285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
703518,male,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Never been married,Single,Rental dwelling,Extremely urban,Paid employment,,1754.75318166547,344.5747872785285,,1250.0,209.42695414584776,5.0,,3.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,missing,missing,missing,,,missing,missing,,,,,,,,,0.0,,,,,,,,,-0.3322935002323866,-0.5371810443024004,-1.9243600893384547,-1.6928608541461312,-1.8691174896607032,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
