nomem_encr,actual_household_gross_monthly_income_qt,actual_household_net_monthly_income_qt,actual_household_gross_monthly_income_med_qt,actual_household_gross_monthly_income_std_qt,actual_household_net_monthly_income_std_qt,age_qt,gender_ds,got_married_fl,actual_household_net_monthly_income_med_qt,cf20m130_zero,cf20m130_negative,belbezig_2020_imputed,brutoink_f_2020_imputed,nettoink_f_2020_imputed,burgstat_2020_imputed,oplcat_2020_imputed,partner_2020_imputed,sted_2020_imputed,woning_2020_imputed,woonvorm_2020_imputed,cf20m130_imputed,cf20m129_imputed,cf20m128_imputed,cf20m005_imputed,cf20m008_imputed,cf20m009_imputed,cf20m012_imputed,cf20m014_imputed,cf20m398_imputed,cf20m025_imputed,cf20m028_imputed,cf20m029_imputed,cf20m030_imputed,cf20m031_imputed,cf20m402_imputed,cf20m166_imputed,cf20m185_imputed,cf20m186_imputed,cf20m250_imputed,cf20m251_imputed,cf20m471_imputed,cf20m472_imputed,cf20m486_imputed,cv20l068_imputed,cv20l103_imputed,cv20l125_imputed,cv20l126_imputed,cv20l130_imputed,cs20m180_imputed,cs20m370_imputed,cr20m041_imputed,cr20m093_imputed,cr20m094_imputed,ca20g023_imputed,cd20m024_imputed,ci20m043_imputed,ci20m309_imputed,ch20m219_imputed,year_last_child_imputed,num_children_imputed,cf20m130,cf20m129,cf20m128,cf20m025,cf20m030,cf20m402,cf20m166,ch20m219,migration_background_bg,belbezig_2020,brutoink_f_2020,nettoink_f_2020,burgstat_2020,oplcat_2020,partner_2020,sted_2020,woning_2020,woonvorm_2020,same_sex_ds,personality_1,personality_2,personality_3,personality_4,personality_5,new_child
710788,5543.24569945949,3850.0,4657.90950879188,1496.737606647853,1126.27951893137,20.0,male,0.0,3200.0,8.0,8.0,7.0,286.992040080165,250.0,5.0,3.0,1.0,3.0,1.0,3.0,10.0,2.0,3.0,1968.0,,1967.0,,,,,,,,,,,,,,,2.0,,,0.0,3.0,3.0,2.0,4.0,0.0,6.0,4.0,4.0,4.0,,,0.0,,0.0,,0,,,3.0,,,,,0.0,,7.0,286.992040080165,250.0,5.0,3.0,1.0,3.0,1.0,3.0,False,-0.6290872061233711,-1.3375014830950145,-1.3930064363030277,0.5347542628749183,-0.4092754717838155,0.0
702928,,,4354.47730883071,3376.165541153808,2006.6852554114491,20.0,female,0.0,2750.0,0.0,0.0,7.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,3.0,10.0,7.0,1.0,,2000.0,1979.0,2000.0,,0.0,,,,,,,,,,,,2.0,1.0,,0.0,4.0,3.0,3.0,4.0,1.0,,1.0,4.0,3.0,,,0.0,,0.0,,0,,,,,,,,0.0,0.0,7.0,,,5.0,1.0,1.0,5.0,1.0,3.0,False,1.6585538690680393,-1.427258322706363,-2.3557721244929413,-0.7308270697015381,-1.509389052351897,0.0
731967,3100.0,2500.0,3000.0,310.32463382580374,424.2695239705917,20.0,female,0.0,2000.0,10.0,10.0,7.0,0.0,0.0,5.0,3.0,1.0,5.0,1.0,3.0,10.0,2.0,1.0,1964.0,,1965.0,,,,,,,,,,,,,,,2.0,,,0.0,3.0,2.0,4.0,3.0,0.0,5.0,6.0,4.0,4.0,,,0.0,,0.0,,0,10.0,2.0,1.0,,,,,0.0,,7.0,0.0,0.0,5.0,3.0,1.0,5.0,1.0,3.0,False,0.4141285095173582,0.0191751400085342,0.0218439770589441,-0.9095178993023332,-1.6420715191802149,0.0
725465,5400.0,3900.0,4348.0,733.4301389621862,766.5418957809293,27.0,male,0.0,3500.0,1.0,1.0,1.0,3200.0,2000.0,1.0,5.0,1.0,3.0,1.0,2.0,10.0,1.0,3.0,1969.0,,1970.0,,,37268.0,1.0,2013.0,2016.0,1.0,2016.0,1.0,,1.0,2.0,,,2.0,,2.0,0.0,4.0,3.0,3.0,3.0,0.0,6.0,3.0,1.0,4.0,2500.0,,0.0,5.0,0.0,,0,,,3.0,1.0,1.0,1.0,,0.0,0.0,1.0,3200.0,2000.0,1.0,5.0,1.0,3.0,1.0,2.0,False,-1.4921778335661122,-1.2419804330098994,0.050136145507356,1.7142221955653067,0.6875606222003622,1.0
713929,,,5075.0,1379.837449478157,1322.0478707382151,21.0,female,0.0,3600.0,,,13.0,0.0,0.0,5.0,1.0,0.0,4.0,2.0,4.0,,,2.0,1962.0,,1964.0,,17.0,,,,,,,,,,,,,2.0,,,0.0,5.0,1.0,5.0,5.0,99.0,,6.0,4.0,4.0,,,0.0,5.0,0.0,,0,,,2.0,,,,,0.0,,13.0,,,5.0,1.0,0.0,4.0,2.0,4.0,False,-1.4853108645456432,-1.4211256303426438,-2.036112659533486,0.0639037369227189,-3.732913933960233,0.0
730606,8089.0,5598.0,3877.0,1445.6546392697007,940.775947184349,20.0,female,0.0,2668.0,13.0,13.0,7.0,0.0,0.0,5.0,3.0,0.0,3.0,2.0,4.0,13.0,2.0,1.0,1960.0,,1960.0,,10.0,,2.0,2018.0,,2.0,,1.0,,2.0,1.0,,,2.0,,,0.0,4.0,2.0,2.0,4.0,99.0,4.0,6.0,1.0,4.0,,,0.0,,0.0,,0,13.0,2.0,1.0,2.0,2.0,1.0,,0.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,3.0,2.0,4.0,False,1.1237976242846943,-0.45295098823642,0.4419159387847317,-0.3415309595850145,-0.5424287734003417,0.0
706671,8500.0,5950.0,8500.0,2639.176270863892,1257.2627636035554,20.0,male,0.0,5750.0,14.0,14.0,1.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,3.0,14.0,3.0,1.0,1969.0,,1971.0,,,0.0,,,,,,,,,,,,2.0,,,0.0,4.0,2.0,4.0,3.0,2.0,7.0,6.0,4.0,4.0,300.0,,0.0,,0.0,,0,14.0,3.0,1.0,,,,,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,3.0,False,-0.8642874548913322,0.7900936269747968,-0.0122657307325813,1.2085960311359274,-0.0778459487179944,0.0
724620,,,,,,20.0,female,0.0,,0.0,-1.0,7.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,1962.0,2018.0,1965.0,,,,,,,,,,,,,,,2.0,,,0.0,1.0,2.0,5.0,3.0,99.0,,6.0,4.0,4.0,,,0.0,,0.0,,0,,,3.0,,,,,0.0,0.0,7.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,False,0.2476679776960177,-0.1627505025700019,-1.5164053044921528,-0.9855452783596784,-1.40642791180072,0.0
728769,6485.0,4430.0,5100.0,798.737933944969,507.0586833921308,20.0,female,0.0,3700.0,,,7.0,250.0,200.0,5.0,3.0,1.0,5.0,1.0,3.0,,,3.0,1968.0,,1967.0,,,,,,,,,,,,,,,2.0,,,0.0,5.0,1.0,5.0,5.0,2.0,4.0,6.0,4.0,1.0,,,0.0,,0.0,,0,,,3.0,,,,,0.0,0.0,7.0,250.0,200.0,5.0,3.0,1.0,5.0,1.0,3.0,False,0.414915577472958,-0.7096329298681555,0.7212535729338244,-0.5160775515348296,-0.1468996317943392,0.0
707584,3393.85611182804,2400.0,3393.85611182804,390.4621878182026,150.9986695483899,20.0,female,0.0,2400.0,12.0,12.0,7.0,0.0,0.0,5.0,4.0,1.0,2.0,1.0,3.0,12.0,3.0,1.0,1971.0,,1979.0,,,0.0,,,,,,,,,,,,2.0,,,0.0,2.0,3.0,3.0,2.0,99.0,,3.0,4.0,4.0,,,0.0,,0.0,,0,12.0,3.0,1.0,,,,,0.0,202.0,7.0,0.0,0.0,5.0,4.0,1.0,2.0,1.0,3.0,False,0.4401493904204118,-0.3246347706833182,-1.0484222721221814,-0.9109857881343572,-0.9224876066554084,0.0
724171,4000.0,3500.0,2422.0,1055.765527869885,926.7032695260232,20.0,male,0.0,2034.0,8.0,8.0,7.0,700.0,650.0,5.0,3.0,1.0,1.0,2.0,3.0,15.0,2.0,3.0,1973.0,,1984.0,,,,2.0,2018.0,,2.0,,,,1.0,1.0,,,2.0,,,0.0,3.0,1.0,5.0,5.0,2.0,,6.0,4.0,4.0,,,0.0,,0.0,,0,,,3.0,,,,,0.0,201.0,7.0,700.0,650.0,5.0,3.0,1.0,1.0,2.0,3.0,False,-0.6772004075522258,-0.1165818885719723,0.2432582970346659,0.3939395020221161,0.0910500345638155,0.0
716491,6608.0,4678.0,4485.0,940.1008511288426,673.7235058205124,33.0,male,0.0,3440.0,5.0,5.0,1.0,3850.0,2450.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1949.0,,1965.0,,8.0,,1.0,2014.0,2015.0,2.0,,1.0,,2.0,1.0,,,2.0,,2.0,0.0,2.0,2.0,4.0,4.0,0.0,5.0,6.0,1.0,4.0,,,0.0,5.0,0.0,,0,5.0,3.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,3850.0,2450.0,3.0,5.0,1.0,1.0,1.0,2.0,False,0.1299560663116161,0.0377472772831047,-0.1759835602840367,-0.9681325779741906,0.3940248238078893,0.0
710954,5300.0,3900.0,5137.5,163.97061821059174,50.4524979109513,30.0,female,1.0,3950.0,3.0,3.0,1.0,3000.0,2200.0,1.0,6.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1960.0,,1958.0,,,0.0,1.0,2010.0,2015.0,1.0,2018.0,1.0,,1.0,1.0,,,2.0,,5.0,0.0,2.0,4.0,2.0,3.0,4.0,6.0,6.0,1.0,1.0,5000.0,,0.0,5.0,0.0,,0,3.0,2.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,3000.0,2200.0,1.0,6.0,1.0,4.0,1.0,2.0,False,0.5762689954604531,0.8707666406805618,-0.7181572889776097,-0.1002549727664773,-0.0567692943294679,1.0
707319,4079.00959938078,3050.0,6147.78097594157,331.94017827851513,228.88596387972956,35.0,male,0.0,4000.0,3.0,3.0,3.0,948.009599380784,750.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1955.0,,1957.0,,,4754.0,1.0,2015.0,2016.0,2.0,,1.0,,2.0,3.0,,680.0,2.0,,2.0,0.0,4.0,1.0,3.0,4.0,1.0,6.0,6.0,1.0,1.0,3500.0,,0.0,5.0,0.0,2019.0,1,3.0,1.0,1.0,1.0,2.0,1.0,,0.0,201.0,3.0,948.009599380784,750.0,5.0,5.0,1.0,2.0,2.0,3.0,False,0.2244390662917898,0.6891578723443219,0.0466357363045405,0.1712335177481824,-0.002856344920636,0.0
710476,5300.0,3600.0,4500.0,344.789220944633,258.5919157084748,21.0,female,0.0,3000.0,8.0,8.0,7.0,0.0,0.0,5.0,3.0,1.0,4.0,1.0,3.0,8.0,2.0,1.0,1965.0,,1967.0,,,,2.0,2017.0,,2.0,,1.0,,2.0,2.0,,,2.0,,,0.0,4.0,4.0,2.0,4.0,1.0,,5.0,1.0,4.0,,,0.0,,0.0,,0,8.0,2.0,1.0,2.0,2.0,1.0,,0.0,,7.0,0.0,0.0,5.0,3.0,1.0,4.0,1.0,3.0,False,0.7167146445563957,-1.3470780196193737,0.4050306400546584,1.2313991183072217,-0.3977275997319024,0.0
702894,3622.0,2527.0,3375.0,1468.4752658170792,892.370615277403,38.0,male,0.0,2700.0,0.0,-6.0,1.0,3622.0,2527.0,5.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,1949.0,,1949.0,,,9733.0,2.0,2006.0,,2.0,,,6.0,2.0,1.0,,,2.0,,,0.0,4.0,1.0,3.0,4.0,0.0,6.0,6.0,4.0,4.0,2500.0,320000.0,0.0,5.0,0.0,,0,,,3.0,,,,6.0,0.0,0.0,1.0,3622.0,2527.0,5.0,4.0,0.0,2.0,1.0,1.0,False,-1.834055329244061,-0.0102034879774534,-1.706430439388369,1.23313726808894,0.1231007649678001,0.0
708028,5200.0,4300.0,4580.0,353.23931361753824,178.3696662651802,34.0,male,1.0,3625.0,0.0,-8.0,1.0,2600.0,2200.0,1.0,5.0,1.0,4.0,1.0,3.0,0.0,2.0,3.0,1957.0,,1957.0,,,29096.0,1.0,2013.0,2014.0,1.0,2017.0,1.0,,1.0,2.0,,785.0,2.0,,1.0,0.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,1.0,2000.0,,0.0,5.0,0.0,2020.0,2,,,3.0,1.0,1.0,1.0,,0.0,0.0,1.0,2600.0,2200.0,1.0,5.0,1.0,4.0,1.0,3.0,False,-0.7536999054176525,-1.85042912163276,-0.9771375561825838,0.2250030182213196,0.3900261478820589,0.0
722685,7844.79713605585,5050.0,8856.05427356277,486.964212751374,273.03511479852455,39.0,female,0.0,5617.0,,,1.0,3006.46740420496,2000.0,1.0,5.0,1.0,1.0,1.0,2.0,,,2.0,1957.0,,1961.0,,,,1.0,2014.0,2015.0,1.0,2015.0,1.0,,2.0,2.0,,,2.0,,4.0,0.0,,4.0,2.0,4.0,1.0,7.0,5.0,1.0,4.0,1000.0,200000.0,0.0,5.0,0.0,2002.0,1,,,2.0,1.0,1.0,1.0,,0.0,202.0,1.0,3006.46740420496,2000.0,1.0,5.0,1.0,1.0,1.0,2.0,False,0.6838787702323582,-0.6610012165183186,-0.0817173576399049,0.0893493056452388,0.0282332289845528,0.0
725755,2000.0,1500.0,2000.0,86.07529513154208,74.2754392965436,30.0,male,1.0,1500.0,5.0,5.0,7.0,2000.0,1500.0,1.0,4.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,1964.0,,1968.0,,12.0,,1.0,2017.0,2017.0,2.0,,1.0,,2.0,2.0,,,2.0,,3.0,0.0,4.0,2.0,3.0,5.0,99.0,7.0,2.0,1.0,1.0,,,0.0,4.0,0.0,,0,5.0,2.0,1.0,1.0,2.0,1.0,,0.0,0.0,7.0,2000.0,1500.0,1.0,4.0,0.0,4.0,1.0,1.0,False,0.1604660365648379,-1.2101268666512308,-1.4638116056833956,-1.158594070436907,-1.4791583251610405,1.0
705948,6000.0,4300.0,6000.0,242.48280229258623,145.4896813755519,38.0,male,0.0,4300.0,0.0,-8.0,1.0,2500.0,1900.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,1947.0,,1949.0,,,41352.0,1.0,2009.0,2010.0,1.0,2015.0,1.0,,2.0,1.0,,1300.0,2.0,,2.0,0.0,4.0,2.0,3.0,5.0,0.0,2.0,5.0,1.0,1.0,12000.0,240000.0,0.0,1.0,0.0,2017.0,2,,,3.0,1.0,1.0,1.0,,0.0,0.0,1.0,2500.0,1900.0,1.0,4.0,1.0,2.0,1.0,3.0,False,-1.1725580619210685,1.8180924118968476,0.3829152376089471,-0.8384958038929363,-0.4617356853017436,1.0
700851,10610.0,6100.0,7600.0,1210.4996255252322,579.7905525145554,45.0,female,0.0,5220.0,,,1.0,5360.0,3100.0,5.0,6.0,1.0,2.0,1.0,2.0,,,2.0,1942.0,2002.0,1944.0,,,,1.0,2010.0,2011.0,2.0,,1.0,,1.0,1.0,,,2.0,,3.0,0.0,3.0,1.0,2.0,5.0,2.0,7.0,6.0,1.0,4.0,,900000.0,0.0,5.0,0.0,,0,,,,1.0,2.0,1.0,,0.0,0.0,1.0,5360.0,3100.0,5.0,6.0,1.0,2.0,1.0,2.0,False,-1.4960798327855087,-0.7245683636224848,0.1449146908832378,-0.0708154672671482,0.300484707544907,0.0
704172,3250.0,2400.0,3250.0,2797.738583881582,1981.9108426554649,29.0,female,0.0,2400.0,3.0,3.0,1.0,3250.0,2400.0,5.0,5.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1957.0,,1961.0,,,0.0,2.0,2020.0,,2.0,,,5.0,2.0,1.0,,,2.0,,,0.0,4.0,2.0,3.0,4.0,1.0,7.0,5.0,1.0,4.0,,225000.0,0.0,5.0,0.0,,0,3.0,3.0,1.0,2.0,2.0,,,0.0,0.0,1.0,3250.0,2400.0,5.0,5.0,0.0,3.0,1.0,1.0,False,-0.2694937819914169,-0.3322315658819206,1.353080091582218,0.2795406137640858,-0.5938196291388252,0.0
724709,3700.0,3000.0,5150.0,758.334165833709,200.6806599369438,45.0,female,0.0,2950.0,,,8.0,0.0,0.0,1.0,,1.0,2.0,2.0,3.0,,,2.0,,1994.0,1934.0,2017.0,12.0,,1.0,2010.0,2011.0,1.0,2012.0,1.0,,1.0,1.0,,,2.0,,4.0,0.0,3.0,5.0,3.0,4.0,0.0,,6.0,3.0,3.0,,,0.0,5.0,0.0,1999.0,2,,,,1.0,1.0,1.0,,0.0,102.0,8.0,0.0,0.0,1.0,,1.0,2.0,2.0,3.0,False,0.5175645996849926,1.0316263690955692,-0.0082493622237151,-1.2197741832521225,-1.3765598938275778,0.0
719873,5500.0,3600.0,5100.0,83.36363085599709,41.681815427998544,22.0,male,0.0,3400.0,10.0,10.0,7.0,0.0,0.0,5.0,3.0,1.0,4.0,1.0,3.0,15.0,2.0,3.0,1962.0,,1961.0,,,0.0,,,,,,,4.0,,,,,2.0,,,0.0,3.0,1.0,4.0,4.0,0.0,7.0,5.0,3.0,4.0,,,0.0,5.0,0.0,,0,,,3.0,,,,4.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,4.0,1.0,3.0,False,1.1653378978162607,-0.7223452579938588,0.4729820571071753,0.5766809671638295,1.499308554985843,0.0
709718,4315.0,3793.0,4145.0,115.9423097575652,114.10233754986544,33.0,male,1.0,3612.0,1.0,1.0,1.0,2200.0,2000.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1962.0,,1958.0,,,13674.0,1.0,2014.0,2014.0,1.0,2017.0,1.0,,1.0,2.0,,,2.0,,1.0,0.0,4.0,2.0,3.0,4.0,0.0,6.0,6.0,1.0,4.0,2500.0,,0.0,5.0,0.0,,0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,2200.0,2000.0,1.0,4.0,1.0,5.0,1.0,2.0,False,-0.2030118638755032,-0.7957890987808077,-0.9182396987430068,0.21410016515336,0.2864768225134749,1.0
715185,5450.0,4150.0,5170.0,90.62485182396682,175.4157587156784,41.0,female,0.0,3730.0,,,8.0,1350.0,1300.0,1.0,4.0,1.0,5.0,1.0,3.0,,,2.0,1955.0,,1955.0,2018.0,,1842.41634816889,1.0,1996.0,2001.0,1.0,2001.0,1.0,,2.0,2.0,,,2.0,,3.0,0.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,1.0,1.0,18000.0,330000.0,0.0,1.0,0.0,2009.0,2,,,2.0,1.0,1.0,1.0,,0.0,0.0,8.0,1350.0,1300.0,1.0,4.0,1.0,5.0,1.0,3.0,False,-0.1705237273042859,1.3807664205248071,0.3014300615671126,1.319120126403447,-0.0729639774982253,0.0
730480,3670.0,2750.0,3499.54851447201,160.51793130378752,111.38567087721688,43.0,female,0.0,2280.0,,,1.0,3670.0,2750.0,5.0,5.0,0.0,2.0,1.0,1.0,,,2.0,1951.0,,1954.0,,6.0,,,,,,,,6.0,,,,,2.0,,,0.0,4.0,1.0,5.0,4.0,0.0,7.0,6.0,4.0,4.0,2500.0,200000.0,0.0,5.0,0.0,,0,,,2.0,,,,6.0,0.0,0.0,1.0,3670.0,2750.0,5.0,5.0,0.0,2.0,1.0,1.0,False,1.032469522294158,-0.1821862130834456,0.4597429369159097,-0.0304038242297195,0.4997327256016228,0.0
703518,,,1754.75318166547,344.5747872785285,209.42695414584776,40.0,male,0.0,1250.0,5.0,5.0,1.0,1754.75318166547,1250.0,5.0,4.0,0.0,1.0,2.0,1.0,5.0,2.0,1.0,1952.0,,1955.0,,3.0,,,,,,,,3.0,,,,,2.0,,,0.0,5.0,4.0,3.0,3.0,99.0,,3.0,4.0,4.0,,,0.0,4.0,0.0,,0,5.0,2.0,1.0,,,,,0.0,202.0,1.0,,,5.0,4.0,0.0,1.0,2.0,1.0,False,-0.3322935002323866,-0.5371810443024004,-1.9243600893384547,-1.6928608541461312,-1.8691174896607032,0.0
729596,13200.0,8300.0,14155.942698103,6125.963528816398,3637.297407751039,23.0,male,0.0,8300.0,6.0,6.0,7.0,1300.0,1100.0,5.0,3.0,1.0,4.0,1.0,3.0,6.0,2.0,1.0,1963.0,,1967.0,,,0.0,2.0,2020.0,,2.0,,1.0,9.0,2.0,1.0,,,2.0,,,0.0,4.0,2.0,2.0,4.0,2.0,7.0,6.0,3.0,4.0,,,0.0,5.0,0.0,,0,6.0,2.0,1.0,2.0,2.0,,,0.0,0.0,7.0,1300.0,1100.0,5.0,3.0,1.0,4.0,1.0,3.0,False,1.1400719117942557,1.07613415142382,-0.7102875020241886,-2.960784222665008,-0.7938635187643739,0.0
705417,6340.0,4700.0,5860.0,553.2291305871669,409.2607810335332,28.0,female,0.0,4500.0,0.0,-6.0,1.0,2600.0,2000.0,5.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,,,1968.0,,7.0,,1.0,2014.0,2017.0,2.0,,1.0,,1.0,1.0,32.0,1400.0,2.0,,5.0,0.0,3.0,1.0,3.0,4.0,0.0,2.0,6.0,1.0,1.0,11000.0,,0.0,5.0,0.0,2019.0,1,,,3.0,1.0,2.0,1.0,,0.0,0.0,1.0,2600.0,2000.0,5.0,4.0,1.0,4.0,1.0,3.0,False,-0.7620134089150172,-0.4925541508793364,-0.7643947569978513,-0.4219683874633772,-1.081730717892274,0.0
717122,14525.2813077395,9000.0,11134.0543580714,1699.805478444146,1130.4551047968928,24.0,male,0.0,6750.0,,,1.0,0.0,0.0,5.0,6.0,1.0,4.0,1.0,3.0,,,3.0,1957.0,,1962.0,,,,,,,,,,,,,,,2.0,,,0.0,3.0,2.0,4.0,3.0,0.0,3.0,6.0,4.0,4.0,,,0.0,5.0,0.0,,0,,,3.0,,,,,,202.0,1.0,0.0,0.0,5.0,6.0,1.0,4.0,1.0,3.0,False,-0.4855232919126095,-0.4122900022368953,0.8903827407697219,0.7146166163928585,-0.7065739683668184,0.0
720481,3800.0,3200.0,1770.0,1004.2873748649496,912.7260754952106,35.0,female,0.0,1350.0,,,3.0,3200.0,2800.0,5.0,5.0,0.0,1.0,1.0,4.0,,,2.0,1951.0,,1954.0,,1.0,,2.0,2019.0,,2.0,,,3.0,1.0,1.0,,,2.0,,,0.0,3.0,1.0,5.0,3.0,1.0,6.0,6.0,1.0,1.0,3000.0,300000.0,0.0,1.0,1.0,2001.0,1,,,,,,,,,202.0,3.0,3200.0,2800.0,5.0,5.0,0.0,1.0,1.0,4.0,False,-1.6748970070738811,0.1775560804656921,1.195995206973118,-1.1536963835844338,1.4777604505056663,0.0
732120,7856.63705178199,5332.0,6600.0,987.3165721534684,592.3271340221581,19.0,female,0.0,3550.0,7.0,7.0,7.0,400.0,400.0,5.0,1.0,1.0,5.0,1.0,3.0,10.0,3.0,1.0,,,,,,,2.0,2018.0,,2.0,,1.0,,3.0,3.0,,,2.0,,,0.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,,,0.0,,0.0,,0,,,,,,,,0.0,,7.0,400.0,400.0,5.0,1.0,1.0,5.0,1.0,3.0,False,0.8795282109558242,1.036719702952558,0.1433912391795409,-1.721617966586377,-0.157472642186322,0.0
708715,6007.90950879188,4500.0,6007.90950879188,845.4170475735531,718.2173082588678,45.0,female,0.0,4500.0,,,8.0,1307.90950879188,1000.0,1.0,4.0,1.0,3.0,1.0,3.0,,,2.0,1941.0,,1949.0,,,,1.0,2000.0,2002.0,1.0,2003.0,1.0,,2.0,3.0,,,2.0,,4.0,0.0,4.0,1.0,3.0,3.0,2.0,,2.0,1.0,1.0,,,0.0,1.0,0.0,2007.0,2,,,2.0,1.0,1.0,1.0,,0.0,102.0,8.0,1307.90950879188,1000.0,1.0,4.0,1.0,3.0,1.0,3.0,False,0.6517762290018732,-0.6486445942542018,-1.1679794369589929,0.6959880279223056,0.2735329669607825,0.0
706703,6450.0,4600.0,5080.0,2051.3211349823923,1486.8837346625464,30.0,male,0.0,3788.0,2.0,2.0,1.0,3750.0,2700.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1948.0,,1958.0,,,63509.0,1.0,2010.0,2014.0,2.0,,1.0,,1.0,1.0,,,2.0,,1.0,0.0,4.0,1.0,2.0,5.0,1.0,7.0,6.0,1.0,4.0,10000.0,260000.0,0.0,5.0,0.0,,0,2.0,2.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,3750.0,2700.0,5.0,6.0,1.0,1.0,1.0,2.0,False,-1.561393307008345,-0.942077961739826,-1.6627058208448235,0.4500350003137345,0.6755880513909304,0.0
700582,5903.32319375198,4000.0,5903.32319375198,3.6790872170781335e-12,0.0,34.0,female,0.0,4000.0,2.0,2.0,1.0,3391.22694966811,2250.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1956.0,,1952.0,,20.0,,1.0,2013.0,2016.0,2.0,,1.0,,1.0,1.0,,,2.0,,3.0,0.0,5.0,1.0,4.0,3.0,2.0,5.0,6.0,1.0,4.0,,,0.0,5.0,0.0,,0,2.0,2.0,1.0,1.0,2.0,1.0,,0.0,201.0,1.0,3391.22694966811,2250.0,5.0,4.0,1.0,1.0,1.0,2.0,False,-0.2318083555054136,-0.5044845282278291,1.0555307888945746,-0.143560779742069,0.4169223328094746,0.0
731310,3744.0,3044.0,3744.0,150.01893819842147,198.1734777227449,40.0,male,0.0,3044.0,,,3.0,1800.0,1400.0,1.0,6.0,1.0,1.0,2.0,3.0,,,2.0,1948.0,2011.0,1956.0,,,,1.0,2007.0,2009.0,1.0,2011.0,1.0,,1.0,1.0,,,2.0,,3.0,1.0,5.0,1.0,3.0,4.0,0.0,,6.0,1.0,1.0,,,0.0,5.0,0.0,2013.0,1,,,2.0,1.0,1.0,1.0,,0.0,0.0,3.0,1800.0,1400.0,1.0,6.0,1.0,1.0,2.0,3.0,False,0.390934411653963,-1.4248611278366643,0.3444306973990675,-0.0547316221870767,1.483040831189963,0.0
720318,4250.0,2900.0,4000.0,502.2675853295008,366.6942138412417,42.0,female,0.0,2800.0,,,1.0,4250.0,2900.0,5.0,5.0,0.0,4.0,2.0,1.0,,,2.0,1950.0,,1948.0,,,52882.0,1.0,2019.0,2020.0,2.0,,1.0,6.0,2.0,2.0,,,2.0,,4.0,0.0,3.0,3.0,3.0,3.0,99.0,,6.0,1.0,1.0,,200000.0,0.0,3.0,0.0,2011.0,2,,,2.0,1.0,2.0,1.0,,0.0,0.0,1.0,4250.0,2900.0,5.0,5.0,0.0,4.0,2.0,1.0,False,0.410784077267781,-0.1815953212248252,-1.5056775965616311,-1.1328527526291654,-1.1295544843304453,0.0
732600,655.61580209934,550.0,644.744433561074,124.5037176492794,106.25,20.0,female,0.0,550.0,7.0,7.0,7.0,226.637051781988,200.0,5.0,3.0,1.0,4.0,2.0,2.0,7.0,3.0,1.0,1980.0,,1979.0,,17.0,,1.0,2017.0,2019.0,2.0,,1.0,,1.0,1.0,,,2.0,,3.0,0.0,4.0,2.0,2.0,3.0,0.0,5.0,5.0,1.0,4.0,,,0.0,5.0,0.0,,0,7.0,3.0,1.0,1.0,2.0,1.0,,0.0,0.0,7.0,226.637051781988,200.0,5.0,3.0,1.0,4.0,2.0,2.0,False,0.7765667017523588,-0.1276774341598819,1.2267741658897695,-1.01676545992927,1.059994141864283,0.0
706943,2285.0,1800.0,2285.0,91.12079604271892,49.2544843474156,40.0,female,0.0,1800.0,,,8.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,,,2.0,1953.0,,1954.0,,,0.0,1.0,2000.0,2003.0,1.0,2002.0,1.0,,1.0,1.0,,,2.0,,4.0,0.0,5.0,2.0,4.0,4.0,,,6.0,1.0,1.0,,,0.0,1.0,1.0,2006.0,2,,,2.0,1.0,1.0,1.0,,,0.0,8.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,False,-0.8807579925089449,-0.3570143168889332,0.6135177949230275,0.0849559851518789,-0.3806224847035847,0.0
